id,guid,question,cevap,explanation,difficulty,category,subcategory
1019,550e8400-e29b-41d4-a716-446655441019,"ATP ve WTA turları, profesyonel tenis oyuncularını belirler.",true,"Bu turlar, oyuncu sıralamalarını etkiler.","Kolay","Spor","Tenis"
1020,550e8400-e29b-41d4-a716-446655441020,"Olimpiyatlarda sporcular, milli takımlarını temsil eder.",true,"Sporcular, ülkelerini gururla temsil eder.","Kolay","Spor","Olimpiyatlar"
1021,550e8400-e29b-41d4-a716-446655441021,"Futbolda ofsayt kuralı, oyunun temel kurallarındandır.",true,"Ofsayt kuralı, futbolda önemli bir kuraldır.","Kolay","Spor","Futbol"
1022,550e8400-e29b-41d4-a716-446655441022,"Basketbolda üç sayı çizgisi, oyunculara üç puan kazandırır.",true,"Üç sayı çizgisi dışından atılan atış üç puan getirir.","Kolay","Spor","Basketbol"
1023,550e8400-e29b-41d4-a716-446655441023,"Voleybolda rakip saha, topun yere düşmesiyle sayı kazandırır.",true,"Rakip sahada top yere düşerse sayı verilir.","Kolay","Spor","Voleybol"
1024,550e8400-e29b-41d4-a716-446655441024,"Tenis maçlarında servis, oyunun başlangıcını oluşturur.",true,"Servis, tenis maçının başlangıç hamlesidir.","Kolay","Spor","Tenis"
1025,550e8400-e29b-41d4-a716-446655441025,"Olimpiyat madalyası kazanmak, sporcunun kariyerinde büyük bir başarıdır.",true,"Madalya, uluslararası başarıyı simgeler.","Kolay","Spor","Olimpiyatlar"
1026,550e8400-e29b-41d4-a716-446655441026,"FIFA Dünya Kupası tarihinde en çok kazanan ülke Brezilya'dır.",true,"Brezilya, Dünya Kupası'nı 5 kez kazanmıştır.","Normal","Spor","Futbol"
1027,550e8400-e29b-41d4-a716-446655441027,"NBA Finalleri, sezonun sonunda şampiyonu belirler.",true,"NBA Finalleri, lig şampiyonunu ortaya çıkarır.","Normal","Spor","Basketbol"
1028,550e8400-e29b-41d4-a716-446655441028,"FIVB Dünya Şampiyonası, voleybolda uluslararası prestijin göstergesidir.",true,"Turnuva, voleybolun en önemli etkinliklerinden biridir.","Normal","Spor","Voleybol"
1029,550e8400-e29b-41d4-a716-446655441029,"Grand Slam turnuvaları, tenis dünyasında en yüksek prestijli etkinliklerdendir.",true,"Grand Slam, tenis dünyasının zirvesidir.","Normal","Spor","Tenis"
1030,550e8400-e29b-41d4-a716-446655441030,"Yaz Olimpiyatları, her dört yılda bir düzenlenir ve çok sayıda spor dalını kapsar.",true,"Olimpiyatlar dört yılda bir gerçekleşir.","Normal","Spor","Olimpiyatlar"
1031,550e8400-e29b-41d4-a716-446655441031,"UEFA Avrupa Şampiyonası, milli takımlar arasında oynanan prestijli bir turnuvadır.",true,"Turnuva, Avrupa'nın önemli milli turnuvasıdır.","Normal","Spor","Futbol"
1032,550e8400-e29b-41d4-a716-446655441032,"EuroLeague, Avrupa kulüplerinin en prestijli basketbol turnuvasıdır.",true,"EuroLeague, Avrupa basketbolunun zirvesidir.","Normal","Spor","Basketbol"
1033,550e8400-e29b-41d4-a716-446655441033,"FIVB Dünya Şampiyonası'nda kadınlar da ayrı olarak yarışır.",true,"Kadınlar için de uluslararası turnuva düzenlenir.","Normal","Spor","Voleybol"
1034,550e8400-e29b-41d4-a716-446655441034,"Davis Cup, erkekler arasında oynanan uluslararası tenis turnuvasıdır.",true,"Davis Cup, erkekler için düzenlenir.","Normal","Spor","Tenis"
1035,550e8400-e29b-41d4-a716-446655441035,"Olimpiyatlarda madalyalar, sporcuların performansına göre verilir.",true,"Performans esasına göre altın, gümüş ve bronz madalyalar dağıtılır.","Normal","Spor","Olimpiyatlar"
1036,550e8400-e29b-41d4-a716-446655441036,"Futbolda penaltı atışları, berabere kalan maçlarda kullanılır.",true,"Penaltı atışları eşitlik durumunda maçın sonucunu belirler.","Normal","Spor","Futbol"
1037,550e8400-e29b-41d4-a716-446655441037,"NBA All-Star Maçı, oyuncuların seçimiyle düzenlenen eğlenceli bir gösteri etkinliğidir.",true,"All-Star Maçı, resmi maç statlerine dahil edilmez.","Normal","Spor","Basketbol"
1038,550e8400-e29b-41d4-a716-446655441038,"Voleybolda plaj ve salon formatları farklı kurallara sahiptir.",true,"Her iki formatın da kendine özgü kuralları vardır.","Normal","Spor","Voleybol"
1039,550e8400-e29b-41d4-a716-446655441039,"Grand Slam turnuvaları, tenis dünyasının en prestijli turnuvalarıdır.",true,"Grand Slam; Avustralya, Fransa, Wimbledon ve ABD Açık'tan oluşur.","Normal","Spor","Tenis"
1040,550e8400-e29b-41d4-a716-446655441040,"Olimpiyatlarda madalyalar altın, gümüş ve bronz olarak dağıtılır.",true,"Madalyalar sporcunun başarısına göre verilir.","Normal","Spor","Olimpiyatlar"
1041,550e8400-e29b-41d4-a716-446655441041,"El Clásico, Real Madrid ile Barcelona arasında oynanan ünlü bir derbidir.",true,"El Clásico, İspanya futbolunun en önemli rekabetlerinden biridir.","Normal","Spor","Futbol"
1042,550e8400-e29b-41d4-a716-446655441042,"Basketbolda üç sayı çizgisi, dış şutlardan üç puan kazandırır.",true,"Üç sayı çizgisi dışından yapılan atış üç puan getirir.","Normal","Spor","Basketbol"
1043,550e8400-e29b-41d4-a716-446655441043,"Voleybolda smaçlar, takımın hücum gücünü artırır.",true,"Smaç, voleybolda önemli bir hücum hareketidir.","Normal","Spor","Voleybol"
1044,550e8400-e29b-41d4-a716-446655441044,"Tenis maçları, genellikle best-of-three set formatında oynanır.",true,"Kadın maçları genellikle best-of-three set oynanır.","Normal","Spor","Tenis"
1045,550e8400-e29b-41d4-a716-446655441045,"Olimpiyatlarda en fazla altın madalya kazanan ülke ABD'dir.",true,"ABD, Olimpiyat tarihinin en başarılı ülkelerindendir.","Normal","Spor","Olimpiyatlar"
1046,550e8400-e29b-41d4-a716-446655441046,"Futbol, kulüp düzeyinde UEFA Şampiyonlar Ligi gibi turnuvalarla da büyük rekabetlere sahne olur.",true,"Kulüp turnuvaları, futbolun önemli organizasyonlarıdır.","Normal","Spor","Futbol"
1047,550e8400-e29b-41d4-a716-446655441047,"NBA'de sezon sonunda en çok sayı yapan oyuncu, skorer lider olarak adlandırılır.",true,"Skorer lider, sezonun en çok sayı yapan oyuncusudur.","Normal","Spor","Basketbol"
1048,550e8400-e29b-41d4-a716-446655441048,"FIVB Dünya Şampiyonası, voleybolda uluslararası rekabetin önemli göstergesidir.",true,"Turnuva, voleybolun en prestijli uluslararası etkinliğidir.","Normal","Spor","Voleybol"
1049,550e8400-e29b-41d4-a716-446655441049,"ATP ve WTA turları, profesyonel tenis oyuncularının sıralamasını belirlemede etkilidir.",true,"Bu turlar, oyuncu sıralamasını belirler.","Normal","Spor","Tenis"
1050,550e8400-e29b-41d4-a716-446655441050,"Olimpiyatlarda sporcular, milli bayraklarıyla yarışır.",true,"Sporcular, ulusal gururla temsil eder.","Normal","Spor","Olimpiyatlar"
1051,550e8400-e29b-41d4-a716-446655441051,"Lionel Messi ve Cristiano Ronaldo, modern futbolda en başarılı oyuncular arasında yer alır.",true,"Her iki oyuncu da çok sayıda başarıya imza atmıştır.","Normal","Spor","Futbol"
1052,550e8400-e29b-41d4-a716-446655441052,"Michael Jordan, NBA tarihinin en büyük oyuncularından biridir.",true,"Jordan, basketbol efsaneleri arasında öne çıkar.","Normal","Spor","Basketbol"
1053,550e8400-e29b-41d4-a716-446655441053,"Brezilya erkek milli voleybol takımı, uluslararası arenada başarılıdır.",true,"Brezilya, voleybolda güçlü bir rekabete sahiptir.","Normal","Spor","Voleybol"
1054,550e8400-e29b-41d4-a716-446655441054,"Roger Federer, Grand Slam turnuvalarında birçok rekor kırmıştır.",true,"Federer, tenis dünyasında rekorlarla anılır.","Normal","Spor","Tenis"
1055,550e8400-e29b-41d4-a716-446655441055,"Olimpiyatlar, sporun evrenselliğini ve barışı simgeleyen küresel bir etkinliktir.",true,"Olimpiyatlar, uluslararası işbirliğini ve barışı teşvik eder.","Normal","Spor","Olimpiyatlar"
1056,550e8400-e29b-41d4-a716-446655441056,"FIFA Dünya Kupası tarihinde en çok gol atan oyuncu, Miroslav Klose'dir.",true,"Klose, Dünya Kupası'nda 16 gol atarak rekor kırmıştır.","Zor","Spor","Futbol"
1057,550e8400-e29b-41d4-a716-446655441057,"NBA Finallerinde en çok şampiyonluk kazanan takım, Boston Celtics'tir.",true,"Celtics, NBA tarihinde 17 şampiyonlukla öne çıkar.","Zor","Spor","Basketbol"
1058,550e8400-e29b-41d4-a716-446655441058,"Olimpiyat voleybolunda erkek milli takım Brezilya, sık sık altın madalya kazanır.",true,"Brezilya, voleybolda uluslararası arenada başarılıdır.","Zor","Spor","Voleybol"
1059,550e8400-e29b-41d4-a716-446655441059,"Grand Slam turnuvalarında Roger Federer, en çok final oynama rekoruna sahiptir.",true,"Federer, çok sayıda final maçında boy göstermiştir.","Zor","Spor","Tenis"
1060,550e8400-e29b-41d4-a716-446655441060,"Yaz Olimpiyatları tarihinin toplam altın madalya sayısı bakımından ABD lider konumdadır.",true,"ABD, Olimpiyat altın madalya rekoruna sahiptir.","Zor","Spor","Olimpiyatlar"
1061,550e8400-e29b-41d4-a716-446655441061,"UEFA Avrupa Şampiyonası'nda en çok şampiyon olan milli takım, Almanya'dır.",true,"Almanya, turnuva tarihinde büyük başarılara imza atmıştır.","Zor","Spor","Futbol"
1062,550e8400-e29b-41d4-a716-446655441062,"NBA'de en çok MVP ödülü kazanan oyuncu, Kareem Abdul-Jabbar'dır.",true,"Kareem, MVP rekoruyla tanınır.","Zor","Spor","Basketbol"
1063,550e8400-e29b-41d4-a716-446655441063,"FIVB Dünya Şampiyonası'nda en çok şampiyonluk kazanan takım, Sovyetler Birliği'dir.",true,"Sovyetler, tarih boyunca voleybolda başarılı olmuştur.","Zor","Spor","Voleybol"
1064,550e8400-e29b-41d4-a716-446655441064,"ATP sıralamasında en uzun süre dünya birinciliği yapan tenis oyuncusu, Roger Federer'dir.",true,"Federer, uzun süre dünya birincisi kalmıştır.","Zor","Spor","Tenis"
1065,550e8400-e29b-41d4-a716-446655441065,"Olimpiyatlarda, savaşlar nedeniyle iptal edilen oyunlar 1916, 1940 ve 1944'te gerçekleşmiştir.",true,"Bazı Olimpiyatlar savaşlar yüzünden iptal edilmiştir.","Zor","Spor","Olimpiyatlar"
1066,550e8400-e29b-41d4-a716-446655441066,"El Clásico, Real Madrid ile Barcelona arasında oynanan unutulmaz bir derbidir.",true,"El Clásico, İspanya futbolunun en önemli rekabetlerinden biridir.","Zor","Spor","Futbol"
1067,550e8400-e29b-41d4-a716-446655441067,"NBA'de en çok triple-double yapan oyuncu, Russell Westbrook'tur.",true,"Westbrook, triple-double rekoruyla bilinir.","Zor","Spor","Basketbol"
1068,550e8400-e29b-41d4-a716-446655441068,"Voleybolda en hızlı servis rekoru, 0.3 saniyeden daha kısadır.",true,"En hızlı servisler genellikle 0.3 saniye civarındadır.","Zor","Spor","Voleybol"
1069,550e8400-e29b-41d4-a716-446655441069,"Teniste en hızlı servis rekoru 200 km/s'nin üzerindedir.",true,"Profesyonel tenisçiler 200 km/s'nin üzerindeki servis hızlarına ulaşır.","Zor","Spor","Tenis"
1070,550e8400-e29b-41d4-a716-446655441070,"Olimpiyatlarda en fazla altın madalya kazanan ülke ABD'dir.",true,"ABD, Olimpiyatlarda en çok altın madalya kazanmıştır.","Zor","Spor","Olimpiyatlar"
1071,550e8400-e29b-41d4-a716-446655441071,"Futbolda kaydedilen en hızlı gol yaklaşık 2 saniyede atılmıştır.",true,"En hızlı gol yaklaşık 2 saniyede kaydedilmiştir.","Zor","Spor","Futbol"
1072,550e8400-e29b-41d4-a716-446655441072,"NBA All-Star Maçı, resmi istatistiklere dahil edilmeyen bir gösteri maçıdır.",true,"All-Star Maçı, resmi maç statlerine dahil edilmez.","Zor","Spor","Basketbol"
1073,550e8400-e29b-41d4-a716-446655441073,"Voleybolda plaj voleybolu ile salon voleybolu arasında kural farkları vardır.",true,"Her iki formatın da farklı kuralları vardır.","Zor","Spor","Voleybol"
1074,550e8400-e29b-41d4-a716-446655441074,"Teniste tie-break sistemi, set eşitliğinde devreye girer.",true,"Tie-break, eşitlik durumunda uygulanır.","Zor","Spor","Tenis"
1075,550e8400-e29b-41d4-a716-446655441075,"Olimpiyatlarda sporcuların milli bayrakları, ulusal gururun bir sembolüdür.",true,"Sporcular bayraklarıyla ülkelerini temsil eder.","Zor","Spor","Olimpiyatlar"
1076,550e8400-e29b-41d4-a716-446655441076,"Futbol, dünya genelinde en çok takip edilen takım sporudur.",true,"Futbol, küresel ölçekte büyük ilgi görür.","Zor","Spor","Futbol"
1077,550e8400-e29b-41d4-a716-446655441077,"NBA, dünya çapında en popüler basketbol liglerinden biridir.",true,"NBA, uluslararası arenada büyük takipçi kitlesine sahiptir.","Zor","Spor","Basketbol"
1078,550e8400-e29b-41d4-a716-446655441078,"Voleybolda en uzun set rekoru 60 dakikayı aşmıştır.",true,"Bazı setler 60 dakikayı aşabilir.","Zor","Spor","Voleybol"
1079,550e8400-e29b-41d4-a716-446655441079,"Teniste en uzun maç rekoru 11 saatten fazla sürmüştür.",true,"En uzun tenis maçı 11 saatten uzun sürmüştür.","Zor","Spor","Tenis"
1080,550e8400-e29b-41d4-a716-446655441080,"Olimpiyatlarda doping testleri, uluslararası standartlarda uygulanır.",true,"Doping testleri, sporda adalet sağlar.","Zor","Spor","Olimpiyatlar"
1081,550e8400-e29b-41d4-a716-446655441081,"Futbol maçlarında VAR teknolojisi, hakem kararlarını desteklemek için kullanılır.",true,"VAR, hakem kararlarında yardımcı olur.","Zor","Spor","Futbol"
1082,550e8400-e29b-41d4-a716-446655441082,"NBA'de üç sayı çizgisi, dış şutlardan üç puan kazandırır.",true,"Üç sayı çizgisi dışından yapılan atış üç puan getirir.","Zor","Spor","Basketbol"
1083,550e8400-e29b-41d4-a716-446655441083,"Voleybolda blok yapmak, savunmada önemli bir stratejidir.",true,"Blok, rakibin hücumunu engellemeye yardımcı olur.","Zor","Spor","Voleybol"
1084,550e8400-e29b-41d4-a716-446655441084,"Tenis maçlarında set kazanmak, belirlenen set sayısına ulaşmakla sağlanır.",true,"Maç, belirli sayıda set kazanılarak sonuçlanır.","Zor","Spor","Tenis"
1085,550e8400-e29b-41d4-a716-446655441085,"Futbol, dünya genelinde en çok takip edilen spordur.",true,"Futbol, küresel ölçekte büyük ilgi görür.","Zor","Spor","Futbol"
1086,550e8400-e29b-41d4-a716-446655441086,"FIFA Dünya Kupası tarihinde en çok maç kazanan milli takım, Almanya'dır.",true,"Almanya, Dünya Kupası performansıyla öne çıkar.","Çok Zor","Spor","Futbol"
1087,550e8400-e29b-41d4-a716-446655441087,"NBA Finallerinde en çok Final MVP ödülü kazanan oyuncu, Michael Jordan'dır.",true,"Jordan, 6 kez Final MVP'si kazanmıştır.","Çok Zor","Spor","Basketbol"
1088,550e8400-e29b-41d4-a716-446655441088,"Olimpiyat voleybolunda erkek milli takımı Brezilya sık sık altın madalya kazanır.",true,"Brezilya, voleybolda güçlü bir performans sergiler.","Çok Zor","Spor","Voleybol"
1089,550e8400-e29b-41d4-a716-446655441089,"Grand Slam turnuvalarında en çok final oynama rekoruna sahip tenis oyuncusu, Roger Federer'dir.",true,"Federer, Grand Slam final rekoruyla tanınır.","Çok Zor","Spor","Tenis"
1090,550e8400-e29b-41d4-a716-446655441090,"Olimpiyatlarda en çok altın madalya kazanan sporcu Michael Phelps'tir.",true,"Phelps, Olimpiyat tarihinin en başarılı yüzücüsüdür.","Çok Zor","Spor","Olimpiyatlar"
1091,550e8400-e29b-41d4-a716-446655441091,"Futbol tarihinde en pahalı transfer ücreti, milyonlarca dolar ile ifade edilir.",true,"Modern transfer ücretleri çok yüksek rakamlarla ölçülür.","Çok Zor","Spor","Futbol"
1092,550e8400-e29b-41d4-a716-446655441092,"NBA'de en çok triple-double yapan oyuncu rekoru Russell Westbrook'ta bulunmaktadır.",true,"Westbrook, triple-double rekoruyla öne çıkar.","Çok Zor","Spor","Basketbol"
1093,550e8400-e29b-41d4-a716-446655441093,"Voleybolda en hızlı servis rekoru 0.3 saniyeden kısa sürede gerçekleşir.",true,"En hızlı servisler yaklaşık 0.3 saniye civarındadır.","Çok Zor","Spor","Voleybol"
1094,550e8400-e29b-41d4-a716-446655441094,"Teniste en hızlı servis rekoru 200 km/s'nin üzerindedir.",true,"Profesyonel tenisçiler 200 km/s'nin üzerinde servis atabilir.","Çok Zor","Spor","Tenis"
1095,550e8400-e29b-41d4-a716-446655441095,"Olimpiyat tarihinde en fazla altın madalya kazanan ülke ABD'dir.",true,"ABD, Olimpiyat altın madalya rekorunu elinde bulundurur.","Çok Zor","Spor","Olimpiyatlar"
1096,550e8400-e29b-41d4-a716-446655441096,"Futbol maçlarında kaydedilen en hızlı gol yaklaşık 2 saniyede atılmıştır.",true,"En hızlı gol, yaklaşık 2 saniyede atılmıştır.","Çok Zor","Spor","Futbol"
1097,550e8400-e29b-41d4-a716-446655441097,"NBA All-Star Maçı, resmi istatistiklere dahil edilmeyen bir gösteri maçıdır.",true,"All-Star Maçı, resmi maç statlerine dahil edilmez.","Çok Zor","Spor","Basketbol"
1098,550e8400-e29b-41d4-a716-446655441098,"Voleybolda plaj voleybolu ile salon voleybolu arasında kural farkları vardır.",true,"Her iki formatın da farklı kuralları bulunur.","Çok Zor","Spor","Voleybol"
1099,550e8400-e29b-41d4-a716-446655441099,"Teniste en uzun maç rekoru 11 saatten fazla sürmüştür.",true,"En uzun tenis maçları 11 saatten uzun sürebilir.","Çok Zor","Spor","Tenis"
1100,550e8400-e29b-41d4-a716-446655441100,"Olimpiyatlarda doping testleri, uluslararası standartlarda uygulanır.",true,"Doping testleri, adil rekabet için yapılır.","Çok Zor","Spor","Olimpiyatlar"
1101,550e8400-e29b-41d4-a716-446655441101,"FIFA Dünya Kupası, her yıl düzenlenir.",false,"Dünya Kupası her dört yılda bir düzenlenir.","Kolay","Spor","Futbol"
1102,550e8400-e29b-41d4-a716-446655441102,"Basketbol maçları, 3 kişilik takımlarla oynanır.",false,"Her takım 5 oyuncudan oluşur.","Kolay","Spor","Basketbol"
1103,550e8400-e29b-41d4-a716-446655441103,"Voleybol, sadece plaj voleybolu şeklinde oynanır.",false,"Voleybol hem plaj hem de salon şeklinde oynanır.","Kolay","Spor","Voleybol"
1104,550e8400-e29b-41d4-a716-446655441104,"Tenis, sadece çiftler halinde oynanır.",false,"Tenis hem bireysel hem de çiftler halinde oynanır.","Kolay","Spor","Tenis"
1105,550e8400-e29b-41d4-a716-446655441105,"Yaz Olimpiyatları, her iki yılda bir düzenlenir.",false,"Yaz Olimpiyatları her dört yılda bir düzenlenir.","Kolay","Spor","Olimpiyatlar"
1106,550e8400-e29b-41d4-a716-446655441106,"Futbolda her takım 10 oyuncudan oluşur.",false,"Futbol takımları 11 oyuncudan oluşur.","Kolay","Spor","Futbol"
1107,550e8400-e29b-41d4-a716-446655441107,"Basketbol sahası yuvarlak şekildedir.",false,"Basketbol sahası dikdörtgen şeklindedir.","Kolay","Spor","Basketbol"
1108,550e8400-e29b-41d4-a716-446655441108,"Voleybolda topa fileye değmeden oynanır.",false,"Top, file üzerinden gönderilmelidir.","Kolay","Spor","Voleybol"
1109,550e8400-e29b-41d4-a716-446655441109,"Tenis maçlarında topa elle dokunulur.",false,"Topa raketle vurulur.","Kolay","Spor","Tenis"
1110,550e8400-e29b-41d4-a716-446655441110,"Olimpiyat madalyaları sadece bronz ve gümüşten oluşur.",false,"Madalyalar altın, gümüş ve bronzdan oluşur.","Kolay","Spor","Olimpiyatlar"
1111,550e8400-e29b-41d4-a716-446655441111,"Futbol, dünyanın en az popüler sporu olarak bilinir.",false,"Futbol, dünyanın en popüler sporudur.","Kolay","Spor","Futbol"
1112,550e8400-e29b-41d4-a716-446655441112,"Basketbol, NBA dışında hiçbir profesyonel lig içermez.",false,"NBA dışında da birçok profesyonel lig vardır.","Kolay","Spor","Basketbol"
1113,550e8400-e29b-41d4-a716-446655441113,"Voleybol, sadece erkekler tarafından oynanır.",false,"Voleybol, hem erkekler hem de kadınlar tarafından oynanır.","Kolay","Spor","Voleybol"
1114,550e8400-e29b-41d4-a716-446655441114,"Tenis, Grand Slam turnuvalarını içermez.",false,"Grand Slam turnuvaları tenis dünyasının en prestijli etkinliklerindendir.","Kolay","Spor","Tenis"
1115,550e8400-e29b-41d4-a716-446655441115,"Olimpiyatlar, sadece yaz sporlarını kapsar.",false,"Olimpiyatlar hem yaz hem kış sporlarını içerir.","Kolay","Spor","Olimpiyatlar"
1116,550e8400-e29b-41d4-a716-446655441116,"Futbol maçları 90 dakikadan kısa sürer.",false,"Maçlar genellikle 90 dakika sürer.","Kolay","Spor","Futbol"
1117,550e8400-e29b-41d4-a716-446655441117,"Basketbolda üç sayı çizgisi bulunmaz.",false,"Üç sayı çizgisi, oyunculara üç puan kazandırır.","Kolay","Spor","Basketbol"
1118,550e8400-e29b-41d4-a716-446655441118,"Voleybolda oyuncular topa ardışık olarak sınırsız dokunabilir.",false,"Oyunculara ardışık üç vuruş hakkı verilir.","Kolay","Spor","Voleybol"
1119,550e8400-e29b-41d4-a716-446655441119,"Tenis maçlarında servis atışı yapılmaz.",false,"Servis, maçın başlangıcını oluşturur.","Kolay","Spor","Tenis"
1120,550e8400-e29b-41d4-a716-446655441120,"Olimpiyatlarda sadece bireysel branşlar yarışılır.",false,"Hem bireysel hem takım branşları vardır.","Kolay","Spor","Olimpiyatlar"
1121,550e8400-e29b-41d4-a716-446655441121,"Futbolda topa sadece ellerle dokunulur.",false,"Futbolda, kaleciler hariç eller kullanılamaz.","Kolay","Spor","Futbol"
1122,550e8400-e29b-41d4-a716-446655441122,"Basketbol, sahadaki kuralları tamamen ihmal eder.",false,"Kurallar, oyunun temelini oluşturur.","Kolay","Spor","Basketbol"
1123,550e8400-e29b-41d4-a716-446655441123,"Voleybolda topun rakip alana gönderilmesinde hiçbir kural yoktur.",false,"Topun file üzerinden geçmesi gereklidir.","Kolay","Spor","Voleybol"
1124,550e8400-e29b-41d4-a716-446655441124,"Teniste çift hata yapıldığında puan verilmez.",false,"Çift hata, rakibe puan kazandırır.","Kolay","Spor","Tenis"
1125,550e8400-e29b-41d4-a716-446655441125,"Olimpiyat madalyaları, sporcunun performansıyla ilgisiz şekilde dağıtılır.",false,"Madalyalar sporcunun performansına göre verilir.","Kolay","Spor","Olimpiyatlar"
1126,550e8400-e29b-41d4-a716-446655441126,"FIFA Dünya Kupası, her iki yılda bir düzenlenir.",false,"Dünya Kupası her dört yılda bir düzenlenir.","Normal","Spor","Futbol"
1127,550e8400-e29b-41d4-a716-446655441127,"NBA Finalleri, sadece Amerikan takımları arasında oynanır.",false,"NBA, Amerikan ve Kanadalı takımları içerir.","Normal","Spor","Basketbol"
1128,550e8400-e29b-41d4-a716-446655441128,"FIVB Dünya Şampiyonası her yıl düzenlenen bir turnuvadır.",false,"Turnuva belirli aralıklarla düzenlenir.","Normal","Spor","Voleybol"
1129,550e8400-e29b-41d4-a716-446655441129,"Grand Slam turnuvalarında oyunculara sadece para ödülü verilir.",false,"Ayrıca sıralama puanları da verilir.","Normal","Spor","Tenis"
1130,550e8400-e29b-41d4-a716-446655441130,"Yaz Olimpiyatları her yıl düzenlenir.",false,"Yaz Olimpiyatları her dört yılda bir düzenlenir.","Normal","Spor","Olimpiyatlar"
1131,550e8400-e29b-41d4-a716-446655441131,"UEFA Avrupa Şampiyonası her üç yılda bir oynanır.",false,"Turnuva her dört yılda düzenlenir.","Normal","Spor","Futbol"
1132,550e8400-e29b-41d4-a716-446655441132,"NBA All-Star Maçı, şampiyon belirlemede etkili olur.",false,"All-Star Maçı, resmi istatistiklere dahil edilmez.","Normal","Spor","Basketbol"
1133,550e8400-e29b-41d4-a716-446655441133,"FIVB Dünya Şampiyonası'nda sadece erkek milli takımları yarışır.",false,"Kadınlar için de ayrı turnuva vardır.","Normal","Spor","Voleybol"
1134,550e8400-e29b-41d4-a716-446655441134,"Davis Cup, sadece kadın oyunculara yöneliktir.",false,"Davis Cup erkekler içindir.","Normal","Spor","Tenis"
1135,550e8400-e29b-41d4-a716-446655441135,"Olimpiyatlarda sporcuların ekipmanları tamamen rastgele seçilir.",false,"Ekipmanlar belirli standartlara göre seçilir.","Normal","Spor","Olimpiyatlar"
1136,550e8400-e29b-41d4-a716-446655441136,"Futbolda ofsayt kuralı yoktur.",false,"Ofsayt kuralı oyunun temelidir.","Normal","Spor","Futbol"
1137,550e8400-e29b-41d4-a716-446655441137,"NBA'de maç süresi 48 dakikadan daha uzundur.",false,"NBA maçları tam olarak 48 dakikadır.","Normal","Spor","Basketbol"
1138,550e8400-e29b-41d4-a716-446655441138,"Voleybolda her set 25 sayıda oynanır.",false,"Setler 25 sayıda oynanır; son set 15 sayı olabilir.","Normal","Spor","Voleybol"
1139,550e8400-e29b-41d4-a716-446655441139,"Tenis maçlarında tüm setler best-of-three şeklinde oynanır.",false,"Grand Slam'larda erkek maçları best-of-five set oynanır.","Normal","Spor","Tenis"
1140,550e8400-e29b-41d4-a716-446655441140,"Olimpiyatlarda madalyalar, hem şansa hem performansa bağlıdır.",false,"Madalyalar sadece performansa göre verilir.","Normal","Spor","Olimpiyatlar"
1141,550e8400-e29b-41d4-a716-446655441141,"El Clásico, İngiltere'de oynanır.",false,"El Clásico, İspanya'da oynanır.","Normal","Spor","Futbol"
1142,550e8400-e29b-41d4-a716-446655441142,"NBA'de en çok sayı rekorunu kıran oyuncu Shaquille O'Neal'dır.",false,"Rekorlar genellikle guard pozisyonundakiler tarafından kırılır.","Normal","Spor","Basketbol"
1143,550e8400-e29b-41d4-a716-446655441143,"FIVB Dünya Şampiyonası'nda en çok şampiyonluk kazanan ülke İtalya'dır.",false,"Rekor, Brezilya ya da Sovyetler tarafından elde edilmiştir.","Normal","Spor","Voleybol"
1144,550e8400-e29b-41d4-a716-446655441144,"Grand Slam turnuvalarında en çok final oynama rekoru Andy Murray'a aittir.",false,"Rekor, Roger Federer'e aittir.","Normal","Spor","Tenis"
1145,550e8400-e29b-41d4-a716-446655441145,"Olimpiyatlarda en çok altın madalya kazanan ülke Japonya'dır.",false,"ABD genellikle en fazla altın madalya kazanır.","Normal","Spor","Olimpiyatlar"
1146,550e8400-e29b-41d4-a716-446655441146,"Futbol maçlarında penaltı atışları hiç kullanılmaz.",false,"Penaltı atışları eşitlik durumunda devreye girer.","Normal","Spor","Futbol"
1147,550e8400-e29b-41d4-a716-446655441147,"NBA All-Star Maçı, sezon performansını etkiler.",false,"All-Star Maçı resmi istatistiklere dahil edilmez.","Normal","Spor","Basketbol"
1148,550e8400-e29b-41d4-a716-446655441148,"Voleybolda topa fileye değmeden sayı kazanılır.",false,"Topun file üzerinden geçmesi şarttır.","Normal","Spor","Voleybol"
1149,550e8400-e29b-41d4-a716-446655441149,"Tenis maçlarında tie-break sistemi uygulanmaz.",false,"Tie-break, eşitlik durumunda uygulanır.","Normal","Spor","Tenis"
1150,550e8400-e29b-41d4-a716-446655441150,"Olimpiyat madalyaları, sporcunun performansı dışında rastgele dağıtılır.",false,"Madalyalar performansa göre verilir.","Normal","Spor","Olimpiyatlar"
1151,550e8400-e29b-41d4-a716-446655441151,"Futbolda hakem kararları sadece insan hatasından kaynaklanır; teknolojik destek kullanılmaz.",false,"VAR gibi teknolojiler hakem kararlarını destekler.","Normal","Spor","Futbol"
1152,550e8400-e29b-41d4-a716-446655441152,"NBA, tamamen Amerikan takımlarından oluşur.",false,"NBA, Amerikan ve Kanadalı takımları içerir.","Normal","Spor","Basketbol"
1153,550e8400-e29b-41d4-a716-446655441153,"Voleybolda oyuncular topa sadece raketle vurur.",false,"Oyuncular topa elleri ve vücutlarının diğer bölümleriyle de müdahale edebilir.","Normal","Spor","Voleybol"
